#WR mass	Nu mass	efficiencyFraction
5900	2400	63.8
5900	2500	65.06
5900	2600	67.14
5900	2700	68.42
5900	2800	69.81
5900	2900	70.13
5900	3000	70.68
5900	3100	71.97
5900	3200	73.66
5900	3300	74.28
5900	3400	74.67
5900	3500	75.18
5900	3600	75.57
5900	3700	75.24
5900	3800	75.59
5900	3900	76.11
5900	4000	76.44
5900	4100	76.53
5900	4200	75.91
5900	4300	76.44
5900	4400	75.6
5900	4500	75.97
5900	4600	76.53
5900	4700	76.87
5900	4800	76.24
5900	4900	77.43
5900	5000	76.11
5900	5100	76.74
5900	5200	76.44
5900	5300	76.29
5900	5400	75.91
5900	5500	76.14
5900	5600	74.92
5900	5700	73.43
5900	5800	69.87
6000	100	0
6000	200	0.02
6000	300	0.24
6000	400	0.89
6000	500	1.88
6000	600	3.57
6000	700	6.47
6000	800	9.23
6000	900	13.77
6000	1000	17.69
6000	1100	21.7
6000	1200	24.8
6000	1300	30.53
6000	1400	34.54
6000	1500	38.43
6000	1600	40.88
6000	1700	44.8
6000	1800	47.22
6000	1900	50.3
6000	2000	52.87
6000	2100	55.92
6000	2200	57.28
6000	2300	58.32
6000	2400	62.63
6000	2500	64.14
6000	2600	65.22
6000	2700	67.15
6000	2800	68.21
6000	2900	69.81
6000	3000	71.22
6000	3100	71.28
6000	3200	71.82
6000	3300	73.67
6000	3400	74.43
6000	3500	74.46
6000	3600	75.65
6000	3700	75.79
6000	3800	75.2
6000	3900	75.58
6000	4000	76.04
6000	4100	75.46
6000	4200	76.58
6000	4300	75.89
6000	4400	76.49
6000	4500	75.45
6000	4600	75.44
6000	4700	76.26
6000	4800	76.49
6000	4900	75.58
6000	5000	76.38
6000	5100	76.14
6000	5200	76.03
6000	5300	75.34
6000	5400	75.13
6000	5500	75.32
6000	5600	75.09
6000	5700	73.4
6000	5800	70.61
6000	5900	65.33
